RowIndex,object_number,secondary_identifier,whole_or_part,item_count,collection,legal_status,object_name,description,location,hazards,makers_and_associated_people,place_made,date_made,materials,measurements,interpretation,interpretation_source,interpretation_date,harmful_language,outdated_language
159,1832,1876-730,Whole,N/A,CACCIATORE'S ANEMOMETER,donated,ANEMOMETER,"This instrument was designed by Niccolo Cacciatore in 1832, for indicating the velocity and inclination of the wind.",,,"[{'name': 'G. Cacciatore', 'role': 'presenter'}, {'name': 'Niccolo Cacciatore', 'role': 'designer'}]",,1832,,,for indicating the velocity and inclination of the wind,"Annuario della Societa Meteorologica Italiana, Vol. 1, p. 121",,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
160,1834,"Inv. 1893-166, S.M. 1452, L.S.",Whole,N/A,WHEWELL'S SELF-REGISTERING ANEMOMETER,loaned,SELF-REGISTERING ANEMOMETER,"This instrument was designed by Whewell in 1834, and was in use at the Greenwich Observatory from 1843 until 1862, when it was superseded by Robinson's cup anemometer. At the top of a case containing an upright cylinder marked for the points of the compass, is placed a horizontal circular plate, to which is attached a wind vane and a fly of eight fans. Connected to this plate, but contained in the case, is a vertical screw of some 15 in. long, which is set parallel to the cylinder and carries a nut to which is fastened a pencil. As the horizontal circular plate, by the action of the vane, turns with the wind, the pencil is carried round the cylinder, and the direction of the wind shown from the position of the pencil trace with regard to the compass points. In addition to being carried round, the pencil descends, for the fly being revolved by the wind, turns the vertical screw through the action of the intervening wheelwork, and the pencil carrier is lowered. The time being known during which the wind has been blowing in any particular direction, the velocity of the wind can be ascertained from the length of the trace made by the pencil in its descent.",,,"[{'name': 'Whewell', 'role': 'designer'}, {'name': 'Robinson', 'role': 'designer of superseded instrument'}]","[{'name': 'Greenwich Observatory', 'role': 'place used'}]",['1834'],,['15 in. long'],"This instrument was designed by Whewell in 1834, and was in use at the Greenwich Observatory from 1843 until 1862, when it was superseded by Robinson's cup anemometer. The direction of the wind shown from the position of the pencil trace with regard to the compass points. The velocity of the wind can be ascertained from the length of the trace made by the pencil in its descent.","['Brit. Ass. Rept., 1837, Vol. 2, p. 32', ""Knight's English Cyclopaedia, 1840, Vol. 1, p. 158""]",,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
161,,1876-850,Whole,N/A,ROBINSON'S CUP ANEMOMETER,loaned,CUP ANEMOMETER,"This instrument, embodying the hemispherical cups first used by Robinson in 1846, is designed for registering the wind, and is graduated in miles and tenths to 500 miles. The rotation imparted to the cups by the wind is transmitted by a vertical rod to a hozirontal spindle furnished with an endless screw which gears with two worm wheels set together behind the dial. With the front wheel, the dial revolves, and with the hind wheel, the long index hand turns. The dial is graduated on its inner circle from 1 to 5 miles, and a reading is taken by the short stationary pointer above it. The outer circle has 100 divisions to represent each 5 miles to 500, the long hand serving as index. This latter indication results from the different rates of revolution of the two wheels. On each complete revolution of the dial wheel the index wheel falls one tooth behind, consequently the hand which moves with it falls one space behind on the dial and thus is apparently advanced one graduation. In this way the 5 miles shown by a complete revolution of the dial are recorded.",,,"[{'name': 'F. Darton & Co.', 'role': 'lender'}, {'name': 'Robinson', 'role': 'user'}]",,1846,,,"This instrument is designed for registering the wind, and is graduated in miles and tenths to 500 miles.",,1846,"{'count': 0, 'terms': []}","{'count': 1, 'terms': [' Messrs.']}"
162,1843,1876-850,Whole,N/A,ANEMOMETER,loaned,ANEMOMETER,"This instrument, which is of the form first made by Biram in 1843, was designed specially for determining the velocity of air currents in mines. It consists of a series of inclined vanes fitted with a registering apparatus, and mounted in a circular brass ring of 6 in. diameter.",,,"[{'name': 'F. Darton & Co.', 'role': 'lender'}, {'name': 'Biram', 'role': 'designer'}]",,1843,brass,6 in. diameter,This instrument was designed specially for determining the velocity of air currents in mines.,,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
163,,1875-32,Whole,N/A,ANEMOMETER,loaned,ANEMOMETER,"This anemometer of the Biram form is used in regulating the ventilation of mines. It is similar in design to the adjacent instrument, but is smaller, having a diameter of 2·5 in.",,,"[{'name': 'Pastorelli & Co.', 'role': 'lender'}]",,,,diameter of 2·5 in.,"Biram form is used in regulating the ventilation of mines. It is similar in design to the adjacent instrument, but is smaller.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
164,ROBINSON-BECKLEY ANEMOGRAPH,1921-377,Whole,N/A,ROBINSON-BECKLEY ANEMOGRAPH,donated,ANEMOGRAPH,"This instrument is of the type designed by Mr. R. Beckley at the Kew Observatory in 1856, for indicating simultaneously on two sections of the same chart the velocity and the direction of the wind. In this anemograph, Robinson’s method of measuring the velocity of the wind by the rotation of a system of hemispherical cups is employed, while the wind direction is indicated by Osler’s type of double wheel fan, which acts as a directing vane. A stout tubular support carries the whole of the external part of the apparatus, while a ball-bearing head reduces the friction to a minimum. As the cups are rotated by the wind, motion is given to a tubular shaft passing vertically downwards through the body of the apparatus to an endless screw which operates a worm-wheel, whence it is communicated to a brass spiral which forms the velocity recording device. Any change in the direction of the wind produces a movement of the fans, which is similarly communicated through the body of the instrument to the thin-threaded screw which records direction. The chart, which is revolved by clockwork, is divided into two sections, upon one of which is recorded the motion of the wind and upon the other its direction.",,,"[{'name': 'R. Beckley', 'role': 'designer'}, {'name': 'The Meteorological Office', 'role': 'presenter'}, {'name': 'Robinson', 'role': 'method developer'}, {'name': 'Osler', 'role': 'type provider'}]",['Kew Observatory'],['1856'],['brass'],,"instrument is of the type designed by Mr. R. Beckley at the Kew Observatory in 1856, for indicating simultaneously on two sections of the same chart the velocity and the direction of the wind. In this anemograph, Robinson’s method of measuring the velocity of the wind by the rotation of a system of hemispherical cups is employed, while the wind direction is indicated by Osler’s type of double wheel fan, which acts as a directing vane. A stout tubular support carries the whole of the external part of the apparatus, while a ball-bearing head reduces the friction to a minimum. As the cups are rotated by the wind, motion is given to a tubular shaft passing vertically downwards through the body of the apparatus to an endless screw which operates a worm-wheel, whence it is communicated to a brass spiral which forms the velocity recording device. Any change in the direction of the wind produces a movement of the fans, which is similarly communicated through the body of the instrument to the thin-threaded screw which records direction. The chart, which is revolved by clockwork, is divided into two sections, upon one of which is recorded the motion of the wind and upon the other its direction.","['Brit. Assoc. Report, 1856, II, p. 38', '1858, i, p. 306']",1856,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
165,1874,1914-920,Whole,N/A,LOWNE’S AIR METER,,LOWNE’S AIR METER,"This portable magnetic instrument, designed by Mr. P. M. Lowne in 1874, is a modification of the anemometer which was devised and patented in 1842 by Mr. B. Biram. It consists of a fan, the wheel of which is 2·5 in. diameter, and has eight aluminium vanes. The axle is connected directly to the counter, which is carried horizontally by the stand on which the fan and its guard are supported. The connection with the counter has the usual disengaging motion.",,,"[{'name': 'Casella', 'role': 'maker'}, {'name': 'Mr. P. M. Lowne', 'role': 'designer'}, {'name': 'Mr. B. Biram', 'role': 'devise and patent'}]",[],"['1874 (Design date)', '1842']",['aluminium'],['2·5 in. diameter'],"['This portable magnetic instrument, designed by Mr. P. M. Lowne in 1874, is a modification of the anemometer which was devised and patented in 1842 by Mr. B. Biram.']","['Q. J. R. Met. Soc., Vol. 2, 1874, p. 285.']",1874,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
166,,1919-514,Whole,N/A,FAN ANEMOMETER,loaned,FAN ANEMOMETER,"This fan anemometer, which is a development of Richard’s model, is designed for use on kite balloons, and is arranged to give electrical contacts similar to those of the electric cup anemometer. It consists of a light eight-vaned fan, mounted on a horizontal shaft, which drives a vertical shaft by means of bevel gearing. The upper end of this shaft rotates another parallel shaft carrying a cam, which actuates one end of a pivoted lever, causing a platinum point at the other end to make and break contact, so completing or breaking the electric circuit. A table is provided by means of which the wind speed can be determined from the number of contacts per minute, the contacts being indicated by a telephone which may be situated either in the kite balloon or on the ground.",,,"[{'name': 'Richard', 'role': 'model developer'}, {'name': 'The Meteorological Office', 'role': 'lender'}]",,,['platinum'],,"Designed for use on kite balloons, and is arranged to give electrical contacts similar to those of the electric cup anemometer. A table is provided by means of which the wind speed can be determined from the number of contacts per minute, the contacts being indicated by a telephone which may be situated either in the kite balloon or on the ground.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
167,,1893-122,Whole,N/A,,loaned,SELF-TIMING ANEMOMETER,"This instrument is designed to enable the velocity of an air current to be ascertained without the use of a watch. In taking observations the anemometer is exposed for a few seconds facing in a down-wind direction and the spring plunger pushed in. The position then taken up by the index indicates the velocity of the air current in feet per second. When more than one complete revolution of the index has been made the inner scale of graduations must be read. To release the plunger, and to bring the index back to zero, the screw with milled head is employed.",,,"[{'name': 'Davis & Son', 'role': 'lender'}]",,,,,"This instrument is designed to enable the velocity of an air current to be ascertained without the use of a watch. In taking observations the anemometer is exposed for a few seconds facing in a down-wind direction and the spring plunger pushed in. The position then taken up by the index indicates the velocity of the air current in feet per second. When more than one complete revolution of the index has been made the inner scale of graduations must be read. To release the plunger, and to bring the index back to zero, the screw with milled head is employed.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
168,1876,1876-838,Whole,N/A,SELF-RECORDING WIND COMPONENTS INTEGRATOR,loaned,SELF-RECORDING WIND COMPONENTS INTEGRATOR,"This modification of the Robinson cup anemometer was designed in 1876 for indicating the mean velocity of the wind from the various points of the compass. In this apparatus the wind moves a system of hemispherical cups, acting on a circular plate, the velocity of which is ordinarily proportional to the velocity of the wind. Four systems of sliding rollers rest on this plate, whose bearings can be moved round a vertical axis, the principal planes of which follow the variations of a wind vane. Each sliding roller can revolve about a horizontal axis, but only in one direction, and after a half rotation an electrical contact is made, the contact being limited to a fraction of a second. When the contact is made, one of four wheels, with number-types, is moved, and every half hour the position of these four wheels is shown by printed numbers on a strip of paper. The differences of these readings represent the mean velocity of the wind from the N., E., S. and W., and are converted into absolute values by means of a table. Different mechanism adjusts the position of each sliding roller.",,,"[{'name': 'W. Spottiswoode', 'role': 'donor'}, {'name': 'Warren de la Rue', 'role': 'donor'}, {'name': 'Arthur von Oettinger', 'role': 'designer'}, {'name': 'Arthur von Oettinger', 'role': 'Professor'}]","['Dorpat, Russia']",['1876'],['paper'],,This modification of the Robinson cup anemometer was designed for indicating the mean velocity of the wind from the various points of the compass.,"Repertorium für Meteorologie, Vol. V.",,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['Esq.']}"
169,1884,1889-64,Whole,N/A,INTEGRATING ANEMOMETER,donated,INTEGRATING ANEMOMETER,"Presented by The Royal Society. (Designed by Walter Bailey, F.R.S.) 1884. This instrument which was designed by Walter Bailey, F.R.S., in 1884, is somewhat similar to the integrating anemometer of Dr. A. von Oettingen, the records being obtained from wheels revolved by the friction of a plate turned by the wind. There are two spindles, one to support the Robinson cups, and transmit their movement to the circular plate on which the recording wheels rest, the other for the vane to change the position on the plate of the two recording wheels in accordance with the direction of the wind. That this change may be readily effected, the wheels are connected to small carriages which run between tramlines on a plate placed parallel to, and above that which revolves. By the method of connection with the direction spindle, one wheel turns when the wind is at either of the four chief points of the compass, in intermediate directions, as N.E., S.S.W., both are turned. As the speed of the revolving plate is ordinarily proportional to that of the wind, a measure can be obtained of the velocity of the latter from the number of revolutions of the wheels. The recording is effected by an electrical contact made at each turn of the wheels, which allows a current to actuate a set of counters. These counters are contained in a box, and are connected with the instrument by wires to the binding screws which represent the N., S., E., and W. points. The value of the records can be determined either by measurement of the instrument or by direct experiment. (See Phil. Mag., June, 1884.) Inv. 1889-64.",,,"[{'name': 'Walter Bailey', 'role': 'Designer'}, {'name': 'Dr. A. von Oettingen', 'role': 'associated person'}, {'name': 'The Royal Society', 'role': 'Presenter'}]",,1884,,,"This instrument is somewhat similar to the integrating anemometer of Dr. A. von Oettingen, the records being obtained from wheels revolved by the friction of a plate turned by the wind. There are two spindles, one to support the Robinson cups, and transmit their movement to the circular plate on which the recording wheels rest, the other for the vane to change the position on the plate of the two recording wheels in accordance with the direction of the wind. That this change may be readily effected, the wheels are connected to small carriages which run between tramlines on a plate placed parallel to, and above that which revolves. By the method of connection with the direction spindle, one wheel turns when the wind is at either of the four chief points of the compass, in intermediate directions, as N.E., S.S.W., both are turned. As the speed of the revolving plate is ordinarily proportional to that of the wind, a measure can be obtained of the velocity of the latter from the number of revolutions of the wheels. The recording is effected by an electrical contact made at each turn of the wheels, which allows a current to actuate a set of counters. These counters are contained in a box, and are connected with the instrument by wires to the binding screws which represent the N., S., E., and W. points. The value of the records can be determined either by measurement of the instrument or by direct experiment.","Phil. Mag., June, 1884",1884,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['chief points of the compass']}"
170,,1877-436,Whole,N/A,ANEMOGRAPH WITH RAIN GAUGE,donated,ANEMOGRAPH WITH RAIN GAUGE,Photograph. This is a modification of the Robinson cup anemometer and was designed by Prof. Palmieri in 1886.,,,"[{'name': 'Prof. Palmieri', 'role': 'designer'}, {'name': 'Prof. Palmieri', 'role': 'donor'}]",['Naples'],1886,,,,,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
171,GALTON'S HAND ANEMOMETER,1894-116,Whole,N/A,,loaned,HAND ANEMOMETER,"This instrument was designed by Mr. Francis Galton for determining wind velocity at sea, in order that the records of the force of the wind kept in log books might be obtained by a uniform method of observation. It is a small portable arrangement of Robinson's cups with a dial which reads to 45 miles per hour. Attached to the frame of the instrument is a sand glass which empties in two minutes. The sand glass is connected at the back of this frame with the dial, so that, on its being turned to allow the sand to run out, the dial is put in gear with the screw of the spindle of the cups, but on reversal of the glass is thrown out of gear. In this way the velocity of the wind as indicated by a short period of exposure is registered.",,,"[{'name': 'Francis Galton', 'role': 'designer'}, {'name': 'Robinson', 'role': 'cups'}]",,1894,sand glass,45 miles per hour,"This instrument was designed for determining wind velocity at sea, in order that the records of the force of the wind kept in log books might be obtained by a uniform method of observation. In this way the velocity of the wind as indicated by a short period of exposure is registered.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
172,,1876-784,Whole,N/A,ANEMOMETER,loaned,ANEMOMETER,"This instrument was devised to reconcile adequate exposure of the hemispherical cups with accessibility of the dial of the Robinson cup anemometer. It was specially designed and constructed for stations of the second and third order connected with the Meteorological Office of the Dominion of Canada. The anemometer is fitted with a shaft, the length of which can be adjusted to suit different stations and with a dial reading to 10,000 miles. It consists of a short spindle bearing a small set of Robinson's cups and connected with a horizontal cogged wheel resting on friction rollers, also with a long shaft suspended from its centre, as in the anemographs of the British observatories. It is contrived so that the shaft may make 101 complete turns for 200 miles of wind. The mode of recording the miles is as follows:—At the lower end of the shaft is an endless screw which acts on the circumferences of two toothed wheels of equal diameter, turning in vertical planes about a common axis, and having 100 and 101 teeth respectively. From the centre of the back wheel (that of 100 teeth) projects forwards a short hollow pin which encloses and works on a solid pin fixed to a support behind the back wheel. The front wheel (that of 101 teeth) which turns on the above-named hollow pin, and slides closely on the face of the back wheel, has a graduated ring on its face, containing 100 divisions. The outer ends of the lines of graduation indicate miles, while the inner ends of the same lines, reckoned in the reverse order, indicate hundreds. The endless screw, at every turn, causes both wheels to advance two teeth, so that for 100 miles the front wheel makes one complete turn, or 100 divisions, while the back wheel makes one complete turn and one tooth, and thus advances one division with respect to the front wheel. The miles up to 100 are shown by a fixed pointer, and the hundreds by a pointer attached to the end of the hollow pin. For fractions of a mile there is a contrivance which needs adjustment at each observation. A correction of 1 per cent. nearly, should be subtracted from the fractional parts. If the anemometer be too distant from the observer's office to allow the dial to be read conveniently with the required frequency, it may be connected electrically with a dial or with a self-recording apparatus, but in such a case the master dial should be read periodically as a check on the electrical dial.",,,"[{'name': 'G. T. Kingston', 'role': 'donor'}]",['Dominion of Canada'],,,"dial reading to 10,000 miles","This instrument was devised to reconcile adequate exposure of the hemispherical cups with accessibility of the dial of the Robinson cup anemometer. It was specially designed and constructed for stations of the second and third order connected with the Meteorological Office of the Dominion of Canada. It is contrived so that the shaft may make 101 complete turns for 200 miles of wind. The mode of recording the miles is as follows:—At the lower end of the shaft is an endless screw which acts on the circumferences of two toothed wheels of equal diameter, turning in vertical planes about a common axis, and having 100 and 101 teeth respectively. From the centre of the back wheel (that of 100 teeth) projects forwards a short hollow pin which encloses and works on a solid pin fixed to a support behind the back wheel. The front wheel (that of 101 teeth) which turns on the above-named hollow pin, and slides closely on the face of the back wheel, has a graduated ring on its face, containing 100 divisions. The outer ends of the lines of graduation indicate miles, while the inner ends of the same lines, reckoned in the reverse order, indicate hundreds. The endless screw, at every turn, causes both wheels to advance two teeth, so that for 100 miles the front wheel makes one complete turn, or 100 divisions, while the back wheel makes one complete turn and one tooth, and thus advances one division with respect to the front wheel. The miles up to 100 are shown by a fixed pointer, and the hundreds by a pointer attached to the end of the hollow pin. For fractions of a mile there is a contrivance which needs adjustment at each observation. A correction of 1 per cent. nearly, should be subtracted from the fractional parts. If the anemometer be too distant from the observer's office to allow the dial to be read conveniently with the required frequency, it may be connected electrically with a dial or with a self-recording apparatus, but in such a case the master dial should be read periodically as a check on the electrical dial.",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['Robinson cup anemometer']}"
173,,1921-149,Whole,N/A,,donated,RUSSELL'S HAND ANEMOMETER,"This instrument is a Robinson cup type of anemometer modified for portability about 1891 by Russell, of Sydney, N.S.W. It is designed for use in the hand so that the force of the wind may be measured at any time. It consists of a series of hemispherical cups mounted on a vertical shaft which is geared to a disc. A sand glass is provided, the period of which is two minutes, and the number of revolutions of the disc during this period is noted. One revolution of the dial indicates one-tenth of a mile of wind, and the subdivisions hundredths.",,,"[{'name': 'Capt. Sir D. Wilson-Barker, R.N.', 'role': 'donor'}, {'name': 'Russell', 'role': 'maker'}]","[{'place': 'Sydney, N.S.W.', 'role': 'maker'}]",['circa 1891'],"['hemispherical cups', 'vertical shaft', 'disc', 'sand glass', 'dial']",,"This instrument is a Robinson cup type of anemometer modified for portability. It is designed for use in the hand so that the force of the wind may be measured at any time. One revolution of the dial indicates one-tenth of a mile of wind, and the subdivisions hundredths.","['Qt. Jr. Met. Soc., Vol. IX, 1883, p. 241']",,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['N.S.W.']}"
174,,1915-359,Whole,N/A,HIGHEST RECORDED WIND VELOCITY,loaned,HIGHEST RECORDED WIND VELOCITY,"This record, which is a reproduction of one made at Fleetwood on Dec. 21st and 22nd, 1894, shows the highest wind velocity record obtained with the Robinson Anemometer for surface winds. The upper curve shows the direction of the wind, which changed from W. through S.W. to S. and back again to W., with a sudden change between 2 and 3 a.m. on the 22nd from S. to W.S.W. The lower curve shows the space actually travelled by the cups of the anemometer. Thus between 11 a.m. and 3 p.m. on the 21st the distance travelled was about 60 miles, giving an average velocity of 15 miles per hour during this period. The increasing steepness of the lines indicates the increasing velocity of the wind. The average velocity between 4 a.m. and 6 a.m. on the 22nd was about 94 miles per hour, while at certain times during the period the velocity was well over 100 miles per hour.",,,"[{'name': 'The Meteorological Office', 'role': 'lender'}]",['Fleetwood'],1894,,"['60 miles', '15 miles per hour', '94 miles per hour', 'over 100 miles per hour']","This record shows the highest wind velocity record obtained with the Robinson Anemometer for surface winds. The upper curve shows the direction of the wind, which changed from W. through S.W. to S. and back again to W., with a sudden change between 2 and 3 a.m. on the 22nd from S. to W.S.W. The lower curve shows the space actually travelled by the cups of the anemometer. The increasing steepness of the lines indicates the increasing velocity of the wind.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
175,,1876-785,Whole,N/A,WINDMILL VANE,loaned,WINDMILL VANE,"This instrument was designed by Mr. Kingston about 1876, to determine wind direction only, and to meet the case when a vane, if suitable exposed, is too distant to admit of being connected by a shaft with a dial in an inaccessible position. It was devised and constructed for stations of the second and third orders in connection with the Meteorological Office of the Dominion of Canada.",,,"[{'name': 'G. T. Kingston', 'role': 'designer'}, {'name': 'G. T. Kingston', 'role': 'lender'}]",,about 1876,,,"This instrument was designed to determine wind direction only, and to meet the case when a vane, if suitable exposed, is too distant to admit of being connected by a shaft with a dial in an inaccessible position. It was devised and constructed for stations of the second and third orders in connection with the Meteorological Office of the Dominion of Canada.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
176,,1917-29,Whole,N/A,HAGEMANN ANEMOMETER,loaned,HAGEMANN ANEMOMETER,"This is a differential pressure anemometer in which the effects of pressure and suction caused by air passing two differently disposed orifices, are added to produce an increased movement of a column of liquid.",,,"[{'name': 'The Meteorological Office', 'role': 'lender'}]",,,,,"This is a differential pressure anemometer in which the effects of pressure and suction caused by air passing two differently disposed orifices, are added to produce an increased movement of a column of liquid.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
177,HAGEMANN'S HAND ANEMOMETER,1921-148,Whole,N/A,HAGEMANN'S HAND ANEMOMETER,donated,HAGEMANN'S HAND ANEMOMETER,"Presented by Capt. Sir D. Wilson-Barker, R.N. Introduced about 1881 This anemometer is a modification of Hagemann's original instrument and was introduced about 1881 by Mr. R. T. L. Ellery, F.R.S., Government Astronomer at Melbourne, for use at sea. The instrument which was used for several years by the donor, consists of a U-tube mounted before a graduated scale on a wooden frame. It is held with the mouth of the shorter tube in an upwind direction, when the difference of level of the liquids in the two tubes was observed. The readings obtained with this instrument were smaller than those obtained with a cup anemometer.",,,"[{'name': 'Capt. Sir D. Wilson-Barker, R.N.', 'role': 'donor'}, {'name': 'Mr. R. T. L. Ellery, F.R.S.', 'role': 'introducer'}, {'name': 'Hagemann', 'role': 'originator'}]",['Melbourne'],circa 1881,"['liquids', 'wood']",,"This anemometer is a modification of Hagemann's original instrument. It was used for measuring wind speed at sea. The instrument consists of a U-tube mounted before a graduated scale on a wooden frame. It is held with the mouth of the shorter tube in an upwind direction, when the difference of level of the liquids in the two tubes was observed. The readings obtained with this instrument were smaller than those obtained with a cup anemometer.","Q. J. Met. Soc., Vol. IX, 1883, p. 241.",1883,"{'count': 0, 'terms': []}","{'count': 2, 'terms': ['Capt.', 'R.N.']}"
178,,1919-513,Whole,N/A,AIR-SPEED INDICATOR,loaned,Air-speed indicator,"This type of air-speed indicator, designed by Col. Alec Ogilvie, is used on kite balloons for determining wind speed. It comprises an “Ogilvie” head, consisting of a pressure and static tube and an indicator connected thereto. The head of the instrument is placed in an upwind direction, so that air in the inner tube becomes compressed by the pressure of the wind, while that in the outer tube is reduced in pressure by the rush of air past the annular ring of holes. The pointer of the indicator moves over a graduated scale, and is actuated by the motion of a diaphragm separating two chambers connected respectively with the two tubes of the head. (See also “Air Speed Indicators” in Aeronautics Section.)",,,"[{'name': 'Alec Ogilvie', 'role': 'designer'}]",,,,,"used on kite balloons for determining wind speed. The head of the instrument is placed in an upwind direction, so that air in the inner tube becomes compressed by the pressure of the wind, while that in the outer tube is reduced in pressure by the rush of air past the annular ring of holes. The pointer of the indicator moves over a graduated scale, and is actuated by the motion of a diaphragm separating two chambers connected respectively with the two tubes of the head.",Aeronautics Section,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
179,,1911-163,Whole,N/A,DINES'S PRESSURE TUBE ANEMOMETER,donated,PRESSURE TUBE ANEMOMETER,"This instrument, which was designed by Mr. W. H. Dines for recording the velocity of the wind, is the outcome of a long series of experimental investigations into the relations between the velocity and pressure of the wind, carried out at Horsham in Surrey during the years 1887 to 1894. The anemometer consists of two independent parts: the head, which is the part exposed to the wind, and the recording apparatus, which may be set up in any convenient place indoors, the two portions being connected together by flexible metal tubes. The head consists of a vane formed of a horizontal tube open at one end, and pivoted upon the top of a vertical tube into which it leads. The vane is kept in position with its open end facing the wind, and every increase in wind pressure causes a corresponding increase of the pressure in the vertical or pressure tube. Just below the vane this vertical tube is surrounded by another one of much larger diameter, the exterior of which is perforated by four rings of holes placed close together around its circumference. As the wind passes across these perforations, the air in the tube is sucked out, so that a diminution of pressure results in this tube, which is called the suction tube. The recorder consists of a float, which is a specially-shaped cylindrical copper vessel, closed at one end and inverted in a vessel partially filled with water, and sealed from the air in the room. The interior of the float is in connection with the pressure tube, while the suction tube is connected with the top of the closed vessel containing the float. The two forces thus act together, but in opposite ways, to raise the float in the water. To the top of the float is fixed a rod which carries a pen, the point of which rests against a sheet of paper attached to a drum which is rotated by clockwork. With every upward or downward movement of the float, corresponding to an increase or decrease of wind force, the pen leaves a trace upon the paper, and thus the magnitude of every variation of the strength of the wind is graphically registered, together with the time of its occurrence.",,,"[{'name': 'W. H. Dines', 'role': 'designer'}]",['Horsham in Surrey'],1887 to 1894,"['metal', 'copper', 'water', 'paper']",,"Investigations carried out during the years 1887 to 1894. This instrument for recording the velocity of the wind, is the outcome of a long series of experimental investigations into the relations between the velocity and pressure of the wind",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
180,1921-258,,Whole,N/A,The Museum,,DRAWING OF DINES'S PRESSURE-TUBE ANEMOMETER,"This drawing indicates the general arrangement of the instrument, showing the internal construction and the method of operation.",Prepared in The Museum,,"[{'name': 'Dines', 'role': 'inventor'}]",[],,[],[],"This drawing indicates the general arrangement of the instrument, showing the internal construction and the method of operation.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
181,,1915-360,Whole,N/A,DINE'S PRESSURE-TUBE ANEMOMETER,loaned,RECORD FROM THE DINES'S PRESSURE-TUBE ANEMOMETER,"Lent by The Meteorological Office. 14th and 15th March, 1905. This is a reproduction of the record made at Pendennis Observatory on 14th and 15th March, 1905. It will be noticed that very high velocities were reached during the hours before midnight on the 14th, the highest being 103 miles per hour at 11.30 p.m.",Pendennis Observatory,,"[{'name': 'The Meteorological Office', 'role': 'lender'}]",['Pendennis Observatory'],1905,,103 miles per hour,very high velocities were reached during the hours before midnight on the 14th,,1905,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
182,ROTCH'S,1921-312,Whole,N/A,ROTCH'S WIND INSTRUMENT,loaned,WIND INSTRUMENT,"This instrument was devised by Mr. A. Lawrence Rotch for determining the true direction and velocity of the wind at sea. It consists of two brass discs of 3 in. diameter, marked with the cardinal points of the compass, each quadrant being divided into 90°, beginning at north and proceeding in a right and left-handed direction to east and west respectively. One of these discs is pivoted near the end of a boxwood rule, 10 in. long, having 30 divisions, and stamped ""ship moving,"" with an arrow pointing away from the pivot. On this pivot there is also mounted, near one end, a similar rule, about 17 in. long, containing 60 of the above divisions, and marked ""true wind,"" with an arrow directed away from the pivot. A brass slide upon the short rule carries the other movable disc, and also another pivoted boxwood rule, likewise divided into 60 parts, and marked ""resultant wind,"" with an arrow head away from its pivot. Sights are attached to the pivots and to the outer ends of the two long rules, and a handle screws into the back of the fixed disc. In using the instrument the discs are rotated until they indicate the true course of the vessel on the ""ship moving"" rule, and the slide is placed on the graduation representing the speed of the ship. This ""ship moving"" rule is then sighted along the fore and aft direction of the ship, and the ""true wind"" rule turned until its sights are normal to the advancing wave crests, when the short end of this rule will indicate on its graduated disc the direction from which the wind comes. The ""resultant wind"" rule is now sighted to coincide with the direction of the receding line of smoke, when the velocities of the true wind and the wind experienced on board may be read off on the two long rules. Inv.",,,"[{'name': 'A. Lawrence Rotch', 'role': 'devised'}, {'name': 'C. F. Casella & Co., Ltd.', 'role': 'lender'}]",[],,"['brass', 'boxwood']","['3 in. diameter', '10 in. long', '30 divisions', '17 in. long', '60 of the above divisions', '60 parts']","['for determining the true direction and velocity of the wind at sea', 'In using the instrument the discs are rotated until they indicate the true course of the vessel on the ""ship moving"" rule, and the slide is placed on the graduation representing the speed of the ship. This ""ship moving"" rule is then sighted along the fore and aft direction of the ship, and the ""true wind"" rule turned until its sights are normal to the advancing wave crests, when the short end of this rule will indicate on its graduated disc the direction from which the wind comes. The ""resultant wind"" rule is now sighted to coincide with the direction of the receding line of smoke, when the velocities of the true wind and the wind experienced on board may be read off on the two long rules.']",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
