RowIndex,object_number,secondary_identifier,whole_or_part,item_count,collection,legal_status,object_name,description,location,hazards,makers_and_associated_people,place_made,date_made,materials,measurements,interpretation,interpretation_source,interpretation_date,harmful_language,outdated_language
161,,1893-148,Whole,N/A,POCKET ALTAZIMUTH,,POCKET ALTAZIMUTH,"This is a compact form of combined telescopic compass and clinometer of a design embodying improvements due to Sir Francis Galton, F.R.S. Either magnetic bearings or altitude angles can be measured independently, but not simultaneously, with it. It is particularly suitable for very approximate reconnaissance surveying. It consists of two graduated rings, separately pivoted within a cylindrical case, having glass-covered ends parallel to the planes of the two rings. One of the rings is graduated at the 32 points of the compass, and has a diametrical magnetic needle whose centre rests on the pivot. The other ring is loaded at one part of its circumference and is pivoted to the case on each side. It is graduated in degrees, numbered in quadrants, with the zero point opposite the centre of gravity of the load. Both rings have a diameter of $1rac{1}{4}$ in., the external diameter of the cylindrical case being $2rac{1}{2}$ in. The compass ring only moves when its plane is horizontal, the clinometer ring when its plane is vertical. Each ring is clamped when its plane is in use, and is read by the position of an index mark on the cylindrical case. The latter carries a telescope, whose axis is parallel to the ends of the cylinder and passes through the line of pivots of the ring. The telescope has its objective tube and eyepiece tube separately fixed to the case, the latter being partly without and partly within the case, and having a slide-focussing eyepiece. A hair line is stretched across the case just behind the objective lens. A base piece for supporting the instrument is attached to the case, with its plane base parallel to the axis of the telescope. There is also a central threaded hole in the base for fixing it to a tripod. A damping spring is provided for use with the compass ring. The complete instrument weighs only 8 oz.",,,"[{'name': 'Casella', 'role': 'maker'}, {'name': 'Sir Francis Galton', 'role': 'improver'}]",,,,"['diameter of $1\x0crac{1}{4}$ in.', 'external diameter of the cylindrical case being $2\x0crac{1}{2}$ in.', 'weighs only 8 oz.']","This is a compact form of combined telescopic compass and clinometer of a design embodying improvements due to Sir Francis Galton, F.R.S. Either magnetic bearings or altitude angles can be measured independently, but not simultaneously, with it. It is particularly suitable for very approximate reconnaissance surveying.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
162,,1919-416,Whole,N/A,TELESCOPIC COMPASS,,TELESCOPIC COMPASS,"This is a modern example of a French type of surveying compass, with an eccentrically mounted telescope, used on the Continent on minor work. The compass is fixed in a flat, rectangular wooden box, to one side of which is attached the telescope, rotating about an axis fixed perpendicularly to this side. The whole instrument can rotate in the plane of the compass ring, which can itself be varied by means of a ball-and-socket joint.",,,[],['France'],,['wood'],[],"This is a modern example of a French type of surveying compass, used on the Continent on minor work.",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['Continent']}"
163,1590,1918-124,Whole,N/A,EARLY CIRCUMFERENTOR,donated,CIRCUMFERENTOR,"Lent by T. H. Court, Esq. The date of this instrument is indicated by the allowance for magnetic declination on the compass ring, on which the meridian is engraved at the point $10^{\circ}$ E. of N. This corresponds to the year 1590, in England. Inv. 1918-124.",,,"[{'name': 'T. H. Court', 'role': 'donor'}]",['England'],1590,,,"The date of this instrument is indicated by the allowance for magnetic declination on the compass ring, on which the meridian is engraved at the point $10^{\circ}$ E. of N. This corresponds to the year 1590.",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['Esq.']}"
164,,1918-123,Whole,N/A,EARLY THEODOLITE,loaned,EARLY THEODOLITE,"This instrument probably dates from the early 17th century. It consists of a brass circle, 8 in. diam., graduated in degrees, having two pairs of fixed sights along perpendicular diameters, and a movable alidade fitted with pointers at each end. It can be set upon a stand for measuring angles in any plane, or suspended from a ring attached to the circumference for taking altitudes.",,,"[{'name': 'T. H. Court, Esq.', 'role': 'donor'}]",,early 17th century,brass,8 in. diam.,"This instrument probably dates from the early 17th century. It can be set upon a stand for measuring angles in any plane, or suspended from a ring attached to the circumference for taking altitudes.",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['Esq.']}"
165,III,1918-126,Whole,N/A,EARLY THEODOLITE,loaned,EARLY THEODOLITE,"Early 17th century Plate III, Fig. 2, p. 56. In this instrument, which was probably made in the early 17th century, only one pair of fixed sights is provided, defining a horizontal line when the instrument is suspended from the ring attached to its circumference. The diameter of the graduated circle is 10 in., and the movable alidade carries the usual slit sights and terminates in pointers. There is a circular ring on one arm of the instrument which probably supported a magnetic compass. The circle is graduated in degrees in four sets from 0° to 90°. On the back of the instrument is attached a socket with a fixing screw for receiving the head of a stand. The suspension ring is specially jointed to permit the plane of the circle to hang freely vertical. Inv. 1918-126, S.M. 1856.",,,"[{'name': 'T. H. Court', 'role': 'donor'}]",,Early 17th century,,10 in.,"In this instrument, which was probably made in the early 17th century, only one pair of fixed sights is provided, defining a horizontal line when the instrument is suspended from the ring attached to its circumference. The movable alidade carries the usual slit sights and terminates in pointers. There is a circular ring on one arm of the instrument which probably supported a magnetic compass. The circle is graduated in degrees in four sets from 0° to 90°. On the back of the instrument is attached a socket with a fixing screw for receiving the head of a stand. The suspension ring is specially jointed to permit the plane of the circle to hang freely vertical.","Plate III, Fig. 2, p. 56",,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
166,,1880-202,Whole,N/A,,,"COMBINED GRAPHOMETER, SECTOR AND COMPASSES","Late 16th or early 17th century This instrument of Italian make was probably constructed in the late 16th or early 17th century, and consists of a graphometer whose alidades are fitted with points to serve as compasses, and have various scales engraved on them corresponding to those usually found on sectors, and used in measuring lines, setting off angles, taking weights of spherical shot, etc. A small magnetic compass is attached to the junction of the two alidades. There is no evidence that this instrument was fitted to a stand, and it was presumably employed in conjunction with a plane table, on which it rested when angles were observed. The semicircle is graduated in degrees, and is 6.5 in. in diam. The sights on the alidades are 8 in. apart.",,,"[{'name': None, 'role': 'maker'}]",['Italian'],Late 16th or early 17th century,,"['6.5 in. in diam.', '8 in. apart']","This instrument of Italian make was probably constructed in the late 16th or early 17th century, and consists of a graphometer whose alidades are fitted with points to serve as compasses, and have various scales engraved on them corresponding to those usually found on sectors, and used in measuring lines, setting off angles, taking weights of spherical shot, etc. A small magnetic compass is attached to the junction of the two alidades. There is no evidence that this instrument was fitted to a stand, and it was presumably employed in conjunction with a plane table, on which it rested when angles were observed. The semicircle is graduated in degrees",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
167,,1908-122,Whole,N/A,,,IPODIMETER,"This is a 17th-century theodolite of Continental design, the alidade being mounted near the edge of the circle and connected to a centrally mounted parallel index arm used to read the circle. The circle has a diameter of 6 1/4 in., and a 2 1/4-in. compass box is centrally fixed above the movable index arm. The circle is divided on its outer edge into 360 degrees, but has a concentric circle, of 5 in. diam., divided into 320 parts, also read by the diametral index arm. Each circle is divided into octants and the divisions of each octant numbered in the clockwise sense from 0 to 45 on the outer circle and from 0 to 40 on the inner. The outer octants are successively designated by the letters T, G, L, S, O, A, P, M, which are the initial letters of the old Italian names for the compass points. The inner octants each commence at the central points of the outer ones, and are named Septentrio, Aquilo, Solanus, Eurus, Auster, Africus, Favonius, and Chaurus respectively, which are the old Latin titles for the winds corresponding to the cardinal points. The central index arm has bevelled edges at each extremity for reading the divisions. The alidade is about 9 in. long and has folding combined back and foresights at each end. It rotates with the index arm about the axis of the circle. The compass box, fixed to the circle above the index arm, has its base divided into octants, but no subdivisions.",,,[],['Continental'],17th-century,,"['6 1/4 in.', '2 1/4-in.', '5 in. diam.', '9 in.']","This is a 17th-century theodolite of Continental design, the alidade being mounted near the edge of the circle and connected to a centrally mounted parallel index arm used to read the circle. The circle has a diameter of 6 1/4 in., and a 2 1/4-in. compass box is centrally fixed above the movable index arm. The circle is divided on its outer edge into 360 degrees, but has a concentric circle, of 5 in. diam., divided into 320 parts, also read by the diametral index arm. Each circle is divided into octants and the divisions of each octant numbered in the clockwise sense from 0 to 45 on the outer circle and from 0 to 40 on the inner. The outer octants are successively designated by the letters T, G, L, S, O, A, P, M, which are the initial letters of the old Italian names for the compass points. The inner octants each commence at the central points of the outer ones, and are named Septentrio, Aquilo, Solanus, Eurus, Auster, Africus, Favonius, and Chaurus respectively, which are the old Latin titles for the winds corresponding to the cardinal points. The central index arm has bevelled edges at each extremity for reading the divisions. The alidade is about 9 in. long and has folding combined back and foresights at each end. It rotates with the index arm about the axis of the circle. The compass box, fixed to the circle above the index arm, has its base divided into octants, but no subdivisions.",,,"{'count': 0, 'terms': []}","{'count': 6, 'terms': ['Septentrio', 'Aquilo', 'Solanus', 'Eurus', 'Auster', 'Africus', 'Favonius', 'Chaurus']}"
168,1663,1894-106,Whole,N/A,,,GRAPHOMETER,"Christoff Kohler, Dresden 1663. This instrument is a combined graphometer, or surveying semicircle, and clinometer. The graduated semicircle can be detached from the frame and used as a protractor for plotting the angles in the field. A compass is attached to the frame for orienting the instrument, and the whole is attached to a stand by means of a double-knuckled joint, permitting it to be set in any plane. It can also rotate as a whole in that plane. The semicircle has one fixed and one movable alidade, and is 5 in. in diam. It is graduated in degrees, and has a diagonal scale enabling it to read to 5′. This is particularly interesting as showing that the much simpler vernier system was not yet in general use, although invented over 30 years previously. The compass ring has a diameter of 1 1/4 in. and is graduated in degrees. On the back of the plate carrying it is a simple quadrant pendulum clinometer, also graduated in degrees, and provided with “Umbra Versa” and “Umbra Recta” scales for measuring heights. The clinometer is attached to an alidade, which is connected to the semicircle by a spring clip and can be disconnected for taking altitudes.",,,"[{'name': 'Christoff Kohler', 'role': 'maker'}]",['Dresden'],1663,,"['5 in. in diam.', '1 1/4 in.']","['This instrument is a combined graphometer, or surveying semicircle, and clinometer.', 'The graduated semicircle can be detached from the frame and used as a protractor for plotting the angles in the field.', 'A compass is attached to the frame for orienting the instrument, and the whole is attached to a stand by means of a double-knuckled joint, permitting it to be set in any plane.', 'It can also rotate as a whole in that plane.', 'The semicircle has one fixed and one movable alidade, and is 5 in. in diam.', 'It is graduated in degrees, and has a diagonal scale enabling it to read to 5′.', 'This is particularly interesting as showing that the much simpler vernier system was not yet in general use, although invented over 30 years previously.', 'The compass ring has a diameter of 1 1/4 in. and is graduated in degrees.', 'On the back of the plate carrying it is a simple quadrant pendulum clinometer, also graduated in degrees, and provided with “Umbra Versa” and “Umbra Recta” scales for measuring heights.', 'The clinometer is attached to an alidade, which is connected to the semicircle by a spring clip and can be disconnected for taking altitudes.']",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
169,,1880-200,Whole,N/A,EARLY SURVEYING QUADRANT,,EARLY SURVEYING QUADRANT,"This instrument has a radius of 6 in. and is graduated in half-degrees. By means of a vernier arc covering 31' and divided into 60 parts, angles can be measured to the nearest half-minute. The index arm carrying this vernier is pivoted at the centre of the quadrant and carries three folding sights, one at its centre and the other two at the ends of its arc. Two similar sights are fixed at the ends of the quadrant arc. The quadrant is attached to a socket for fixing it upon a stand by a ball and socket joint permitting it to be set in any plane, including the vertical.",,,"[{'name': 'Lusuérg', 'role': 'maker'}]",['Rome'],1674,,['radius of 6 in.'],,,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
170,1676,1880-195,Whole,N/A,EARLY THEODOLITE,,Theodolite,"Made by Joannes Macarius, Mirandola (Modena). 1676. The date of construction, 1676, and maker's name are inscribed on this very fine example of an early theodolite, which has a circle of 12 in. diam., graduated every 10' and read by a vernier on the alidade to 1'. A 2-in. compass is fixed at the centre of the circle and has its ring divided in degrees.",,,"[{'name': 'Joannes Macarius', 'role': 'maker'}]",['Mirandola (Modena)'],1676,,"['12 in. diam.', ""10'"", ""1'"", '2-in.']",This is a very fine example of an early theodolite.,,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
171,1682,1892-9,Whole,N/A,,,GRAPHOMETER,"This instrument consists of one fixed and one movable alidade, each provided with sights, intersecting each other at the centre of a semicircle graduated to read half-degrees. The whole is mounted upon a ball and socket joint, and can be used to measure angles in any plane.",,,"[{'name': 'Deens', 'role': 'maker'}]",[],[],[],[],can be used to measure angles in any plane.,,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
172,1880-199,,Whole,N/A,,,EARLY CIRCUMFERENTOR,"This example was constructed in 1686, and exhibits many characteristics of that period. The alidade plate is square, and can be detached from its support and employed as a protractor. On it are engraved three concentric graduated circles, of diameters 8 in., 7 in. and 3 in. The outer circle is divided in degrees, with two sets of numberings. The central circle is a "" Scala altimetra,"" or tangent scale, for measuring heights, and the inner circle is divided into 32 parts corresponding to the points of the compass. The movable alidade carries a 2 1/4-in. compass box, and is pivoted at the centre of the plate. At one end is a vernier arc which moves over the outer graduated circle, and reads this to single minutes, the 60 divisions of the vernier extending over 61°. The fixed and movable sights have circular apertures, with vertical slits above their centres, and are carved and ornamentally engraved. Two edges of the square plate are parallel to the two fixed sights, which can be folded down upon the plate when not in use. The conical socket for attaching the instrument to its stand has a ball and socket joint permitting the alidade plate to be set in any plane, including the vertical. It is kept in position by the friction of the joint, there being no clamping screw. The compass plate is graduated in degrees, numbered left and right from the N. and S. points from 0° to 90°. A compass rose indicating the 32 main points is engraved inside the circle. On the back of the alidade plate are engraved a clinometer scale for use of artillery, and the inscription ""Jacobus Lussorg Mutinensis Faciebat Romae A° 1686"", with the arms and coronet of the Duke of Modena.",,,"[{'name': 'Lusuérg', 'role': 'maker'}, {'name': 'Jacobus Lussorg', 'role': 'maker'}, {'name': 'Duke of Modena', 'role': 'associated person'}]",['Rome'],['1686'],,"['diameters 8 in.', '7 in.', '3 in.', '2 1/4-in.']","['This example was constructed in 1686, and exhibits many characteristics of that period.', 'The alidade plate is square, and can be detached from its support and employed as a protractor.', 'The central circle is a "" Scala altimetra,"" or tangent scale, for measuring heights', 'the inner circle is divided into 32 parts corresponding to the points of the compass.', 'At one end is a vernier arc which moves over the outer graduated circle, and reads this to single minutes, the 60 divisions of the vernier extending over 61°.', 'The fixed and movable sights have circular apertures, with vertical slits above their centres, and are carved and ornamentally engraved.', 'Two edges of the square plate are parallel to the two fixed sights, which can be folded down upon the plate when not in use.', 'The conical socket for attaching the instrument to its stand has a ball and socket joint permitting the alidade plate to be set in any plane, including the vertical.', 'It is kept in position by the friction of the joint, there being no clamping screw.', 'A compass rose indicating the 32 main points is engraved inside the circle.', 'On the back of the alidade plate are engraved a clinometer scale for use of artillery']",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['Circumferentor']}"
173,"Fig. 1, p. 67",Inv. 1914-561. S.M. 937.,Whole,N/A,CIRCUMFERENTOR,,Circumferentor,"This early 18th-century example is typical of the circumferentor of that period. It is a combined theodolite—having a graduated limb of 11 in. diam., reading by vernier to 5'—and compass, with a 6-in. needle reading to half-degrees. The theodolite limb is graduated in single degrees in the clockwise sense from 0° to 360°, and carries a pair of fixed sights, each with a slit and window for sighting both ways, at its 0° and 180° marks. The movable alidade, carrying a similar pair of sights, has a vernier at one end reading to 5' and a central fiducial mark at the other end. The compass box is fixed to this alidade with its N. point above the zero of the vernier. The compass ring is graduated consecutively in half-degrees from 0° to 360° in a counter-clockwise sense, so that the position of the N. end of the needle gives the magnetic bearing of the alidade sights. Both pairs of sights are employed when the instrument is used as a theodolite, but only the alidade sights when taking magnetic bearings. The instrument is mounted upon a tripod when in use. L.S.",,,"[{'name': 'Thos. Wright', 'role': 'maker'}]",[],Early 18th-century,[],"['11 in. diam.', '6-in. needle']","This early 18th-century example is typical of the circumferentor of that period. It is a combined theodolite—having a graduated limb of 11 in. diam., reading by vernier to 5'—and compass, with a 6-in. needle reading to half-degrees. The theodolite limb is graduated in single degrees in the clockwise sense from 0° to 360°, and carries a pair of fixed sights, each with a slit and window for sighting both ways, at its 0° and 180° marks. The movable alidade, carrying a similar pair of sights, has a vernier at one end reading to 5' and a central fiducial mark at the other end. The compass box is fixed to this alidade with its N. point above the zero of the vernier. The compass ring is graduated consecutively in half-degrees from 0° to 360° in a counter-clockwise sense, so that the position of the N. end of the needle gives the magnetic bearing of the alidade sights. Both pairs of sights are employed when the instrument is used as a theodolite, but only the alidade sights when taking magnetic bearings. The instrument is mounted upon a tripod when in use.",[],,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['Thos.']}"
174,,1913-257,Whole,N/A,CIRCUMFERENTOR,,CIRCUMFERENTOR,"Made by J. Howard, London. Early 18th-century This early 18th-century instrument has a 10 1/4-in. graduated circle, reading by vernier to 5'. The vernier is attached at one end of the movable alidade, to which is also fixed the compass ring, which has a 6-in. diam. and is graduated in degrees. The sights on the movable alidade, and those fixed on the large circle are each fitted with both slits and vertical wires, and can be used either as back or fore sights. They are sufficiently high to permit the measurement of angles in the horizontal plane, and the whole instrument is designed for such measurements, and not for determining angles in any plane. The outer circle is graduated in degrees, and reads from 0° to 360° in a clockwise sense. The fixed sights are attached at the 0° and 180° points. The compass ring has two sets of graduations, one set reading degrees from 0° to 360° in a counter-clockwise sense, the other set giving every 10° only from 0° to 90° in each quadrant, the N. and S. points being the zero points. The eight main points of the compass are likewise indicated. The whole instrument fits upon a stand by means of a socket fixed on the back of the large circle. Inv.",,,"[{'name': 'J. Howard', 'role': 'maker'}]",['London'],Early 18th-century,,"['10 1/4-in.', ""5'"", '6-in. diam.']","This early 18th-century instrument has a 10 1/4-in. graduated circle, reading by vernier to 5'. The vernier is attached at one end of the movable alidade, to which is also fixed the compass ring, which has a 6-in. diam. and is graduated in degrees. The sights on the movable alidade, and those fixed on the large circle are each fitted with both slits and vertical wires, and can be used either as back or fore sights. They are sufficiently high to permit the measurement of angles in the horizontal plane, and the whole instrument is designed for such measurements, and not for determining angles in any plane. The outer circle is graduated in degrees, and reads from 0° to 360° in a clockwise sense. The fixed sights are attached at the 0° and 180° points. The compass ring has two sets of graduations, one set reading degrees from 0° to 360° in a counter-clockwise sense, the other set giving every 10° only from 0° to 90° in each quadrant, the N. and S. points being the zero points. The eight main points of the compass are likewise indicated. The whole instrument fits upon a stand by means of a socket fixed on the back of the large circle.",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['Circumferentor']}"
175,,1908-118,Whole,N/A,,,GRAPHOMETER,"This is an early 18th-century example of the graphometer, or surveying semicircle, much used in France in preference to the English theodolite. It has a diameter of 11 in. and is graduated in degrees, read by vernier on the rotating alidade to 5'. A 3-in. compass, with its ring divided in degrees, is mounted eccentrically on the semicircle. Combined slit and wire sights are fixed at opposite ends of the diameter of the semicircle, and their orientation determined by means of the compass. A similar pair of sights is attached to the alidade, which rotates about the centre of the semicircle, and has bevelled verniers at each end. The axis of the semicircle terminates below in a spherical ball and socket arrangement for mounting the instrument on a tripod and setting its semicircle in any plane. The graduations of the semicircle are numbered both ways from 0° to 180°, those of the compass ring in four quadrants, with the zeros at the N. and S. points. The compass needle is supplied with a lifting needle for clamping it to the top of its box when transporting the instrument.",,,"[{'name': 'Macquart', 'role': 'maker'}]","[{'name': 'Paris', 'role': 'made'}]",Early 18th-century,,"['diameter of 11 in.', ""read by vernier on the rotating alidade to 5'"", 'A 3-in. compass']","This is an early 18th-century example of the graphometer, or surveying semicircle, much used in France in preference to the English theodolite.",,,"{'count': 0, 'terms': []}","{'count': 2, 'terms': ['graphometer', 'alidade']}"
176,,1908-119,Whole,N/A,,,CIRCUMFERENTOR,"In this instrument, which was constructed towards the end of the 18th century, the compass has a diameter of $1rac{1}{2}$ in. and is graduated only at the eight cardinal points. It is arranged for a magnetic variation of 16° W. The main circle has a diameter of 6 in. and is graduated in degrees, numbered both ways from 0° to 180° from the diameter underneath the pair of fixed sights. The alidade carrying the movable sights is fixed to the compass box and rotates with it about the vertical axis. The compass needle is pivoted upon a plate fixed to the horizontal circle. There are no verniers, but only bevelled reading edges, on the alidade, and the sights are not suited for sighting both ways, but consist of a simple slit backsight on one end of the alidade and a wire foresight at the other end. The graduated circle can be set in any desired plane by means of a ball and socket joint connecting it to the stand.",,,"[{'name': 'Baradelle', 'role': 'Maker'}]","[{'name': 'Paris', 'role': 'Made'}]",towards the end of the 18th century,,"['diameter of $1\x0crac{1}{2}$ in.', 'diameter of 6 in.']","In this instrument, which was constructed towards the end of the 18th century, the compass has a diameter of $1rac{1}{2}$ in. and is graduated only at the eight cardinal points. It is arranged for a magnetic variation of 16° W. The main circle has a diameter of 6 in. and is graduated in degrees, numbered both ways from 0° to 180° from the diameter underneath the pair of fixed sights. The alidade carrying the movable sights is fixed to the compass box and rotates with it about the vertical axis. The compass needle is pivoted upon a plate fixed to the horizontal circle. There are no verniers, but only bevelled reading edges, on the alidade, and the sights are not suited for sighting both ways, but consist of a simple slit backsight on one end of the alidade and a wire foresight at the other end. The graduated circle can be set in any desired plane by means of a ball and socket joint connecting it to the stand.",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['CIRCUMFERENTOR']}"
177,,1912-308,Whole,N/A,CIRCUMFERENTOR,donated,CIRCUMFERENTOR,"Made by W. & S. Jones. Presented by Evan Roberts, Esq. about the end of the 18th century This instrument, made about the end of the 18th century, is a good example of the circumferentor of that period. It has two small spirit levels fixed in the base of the compass box for setting the instrument horizontal. The 6-in. circle is graduated in degrees in the clockwise sense from 0° to 360°, and read by the vernier at one end of the alidade to 3'. The compass ring, with a 4-in. needle, is graduated in degrees in the counter-clockwise sense from 0° to 360°. Both fixed and movable sights are provided with slits and windows for sighting in either direction. The small spirit levels upon the base of the compass box were not considered necessary by the makers, but were provided owing to the wishes of many surveyors. The socket attached to the base does not appear to have the customary screw for clamping the instrument to its tripod. (See Adams’s “Geometrical and Graphical Essays,” p. 213, and Plate XIV, Fig. 5.) Inv. 1912-308.",,,"[{'name': 'W. & S. Jones', 'role': 'maker'}, {'name': 'Evan Roberts, Esq.', 'role': 'donor'}]",[],['about the end of the 18th century'],[],"['6-in. circle', '4-in. needle']","['a good example of the circumferentor of that period.', 'The small spirit levels upon the base of the compass box were not considered necessary by the makers, but were provided owing to the wishes of many surveyors.', 'The socket attached to the base does not appear to have the customary screw for clamping the instrument to its tripod.']","['Adams’s “Geometrical and Graphical Essays,” p. 213, and Plate XIV, Fig. 5']",,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['Esq.']}"
178,,1918-240,Whole,N/A,EARLY ALTAZIMUTH THEODOLITE,donated,ALTAZIMUTH THEODOLITE,"Made by Thomas Wright. Presented by P. A. Newton, Esq. early part of the 18th century This instrument, dating from the early part of the 18th century, illustrates a fundamental stage in the development of the theodolite. Upon the alidade of a “common theodolite” of the type very generally used in the 17th century, is mounted a fixed graduated vertical arc. A telescope upon which is fixed a longitudinal spirit level, carries a vernier arm which traverses the graduated arc as the telescope rotates, and thus measures the altitude of the object sighted at the same time as the alidade measures its azimuth. The horizontal circle in this instrument has a diameter of 10 in. and is graduated in degrees, numbered from 0° to 260° in the clockwise sense. The alidade has a vernier at one extremity reading the horizontal circle to 5'. A 5-in. compass box is mounted centrally upon this alidade and gives magnetic bearings in single degrees. The vertical arc is graduated in degrees, with the zero at the point vertically beneath the telescope axis, and reads by vernier to 10'. Altitude angles up to 40° of elevation or depression can be measured. The telescope has a focal length of 8 in., an aperture of 1 in., and an erecting eyepiece with a simple cross-wire diaphragm. The spirit level is rigidly attached to the telescope tube. The instrument is attached to its tripod by means of a socket fixed beneath the centre of the horizontal circle. Inv. 1918-240. S.M. 1098. L.S.",,,"[{'name': 'Thomas Wright', 'role': 'maker'}, {'name': 'P. A. Newton, Esq.', 'role': 'donor'}]",,early part of the 18th century,,"['10 in.', ""5'"", ""10'"", '40°', '8 in.', '1 in.']","This instrument, dating from the early part of the 18th century, illustrates a fundamental stage in the development of the theodolite. Upon the alidade of a “common theodolite” of the type very generally used in the 17th century, is mounted a fixed graduated vertical arc. A telescope upon which is fixed a longitudinal spirit level, carries a vernier arm which traverses the graduated arc as the telescope rotates, and thus measures the altitude of the object sighted at the same time as the alidade measures its azimuth.",,,"{'count': 0, 'terms': []}","{'count': 2, 'terms': ['Esq.', 'alidade']}"
179,EARLY ALTAZIMUTH THEODOLITE,1921-588,Whole,N/A,EARLY ALTAZIMUTH THEODOLITE,loaned,EARLY ALTAZIMUTH THEODOLITE,"Made by J. Sisson. Lent by T. H. Court, Esq. early 18th-century Among the early 18th-century makers of surveying instruments, Sisson is generally regarded as the most expert, and his design of altazimuth theodolite, of which the instrument exhibited is typical, remained the standard until Ramsden’s time. This example has a $4rac{1}{2}$-in. horizontal circle, graduated in degrees and read by three symmetrically placed verniers to 6'. The vertical arc, reading angles up to 70° of elevation or depression, has a radius of 2 in. and is similarly graduated and read by a single vernier centrally placed on the horizontal vernier plate. Both circles have toothed edges, in which engage pinion wheels, the motion of rotation being effected by turning these pinions. The telescope is attached above the vertical arc by screw bearings which permit it to be adjusted to sight horizontally when the vertical arc reads zero. A small spirit level fixed above the telescope, and a smaller one rigidly joined to the vertical arc enable this adjustment to be effected. The horizontal axis of rotation of the vertical arc and telescope rests on standards projecting from the central plate carrying the three horizontal vernier arms. To one of these is attached a clamp and screw which regulates the friction between the movable vernier plate and the fixed horizontal circle. In another vernier arm is fixed the axis of rotation of the pinion wheel which engages in the teeth of the horizontal circle. Beneath the horizontal circle is screwed a compass box of 4 in. diameter. The compass ring is not graduated, but has index marks beneath the o° and the 180° graduations of the horizontal circle. This enables the instrument to be oriented. The conical socket for attaching the theodolite to a staff, or to a levelling device consisting of two parallel plates and four levelling screws, is fixed beneath the compass box. The telescope has a fixed objective of $rac{3}{4}$-in. aperture, and a sliding Huygens ocular, with a simple fixed cross-wire diaphragm. Inv. 1921-588. S.M. 1858.",,,"[{'name': 'J. Sisson', 'role': 'maker'}, {'name': 'T. H. Court', 'role': 'donor'}]",[],early 18th-century,"['brass', 'glass']","['4½-in. horizontal circle', ""6'"", '2 in.', '4 in. diameter', '¾-in. aperture']","Among the early 18th-century makers of surveying instruments, Sisson is generally regarded as the most expert, and his design of altazimuth theodolite, of which the instrument exhibited is typical, remained the standard until Ramsden’s time.",,1858,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['Esq.']}"
180,EARLY ALTAZIMUTH THEODOLITE,1910-125,Whole,N/A,,,ALTAZIMUTH THEODOLITE,"Made by Cole. probably constructed about 1760 This instrument was probably constructed about 1760 and resembles the adjacent theodolite made by Wright. The vertical arc is fixed to the alidade, and the vernier to the telescope. The 8-in. horizontal circle is graduated in degrees and read to 5' by means of a vernier scale on the alidade. The vertical arc has a radius of 3 in. and is graduated in degrees up to 50° on each side of the zero. It also is read to 5' by its vernier. The 4-in. compass mounted on the alidade is graduated in degrees in the counter clockwise sense. The telescope of 10-in. focal length and 0.5-in. aperture, has a single lens, draw-focussing eyepiece and a simple cross-wire diaphragm. Spirit levels are fixed on the telescope tube and the base of the compass box. The two parallel plates for fixing the instrument to its tripod are connected by four levelling screws and a spherical joint. Inv.",,,"[{'name': 'Cole', 'role': 'maker'}, {'name': 'Wright', 'role': 'maker'}]",,about 1760,,"['8-in. horizontal circle', '3 in. radius', '10-in. focal length', '0.5-in. aperture']","This instrument was probably constructed about 1760 and resembles the adjacent theodolite made by Wright. The vertical arc is fixed to the alidade, and the vernier to the telescope. The 8-in. horizontal circle is graduated in degrees and read to 5' by means of a vernier scale on the alidade. The vertical arc has a radius of 3 in. and is graduated in degrees up to 50° on each side of the zero. It also is read to 5' by its vernier. The 4-in. compass mounted on the alidade is graduated in degrees in the counter clockwise sense. The telescope of 10-in. focal length and 0.5-in. aperture, has a single lens, draw-focussing eyepiece and a simple cross-wire diaphragm. Spirit levels are fixed on the telescope tube and the base of the compass box. The two parallel plates for fixing the instrument to its tripod are connected by four levelling screws and a spherical joint.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
